"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"CBOE Vest S&P 500® Buffer Strt (Dec) C","","FS0000CEGG","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Dec) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jan) Inv","","FS0000CEGI","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jan) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jan) A","","FS0000CEGI","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Jan) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jan) C","","FS0000CEGI","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jan) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jan)Inst","","FS0000CEGI","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jan) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Feb)Inst","","FS0000CEGJ","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Feb) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Feb) Inv","","FS0000CEGJ","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Feb) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Feb) A","","FS0000CEGJ","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Feb) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Feb) C","","FS0000CEGJ","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Feb) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Mar)Inst","","FS0000CEGK","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Mar) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Mar) Inv","","FS0000CEGK","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Mar) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Mar) A","","FS0000CEGK","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Mar) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Mar) C","","FS0000CEGK","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Mar) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Apr)Inst","","FS0000CEGL","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Apr) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Apr) Inv","","FS0000CEGL","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Apr) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Apr) A","","FS0000CEGL","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Apr) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Apr) C","","FS0000CEGL","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Apr) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (May)Inst","","FS0000CEGM","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (May) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (May) Inv","","FS0000CEGM","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (May) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (May) A","","FS0000CEGM","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (May) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (May) C","","FS0000CEGM","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (May) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jun)Inst","","FS0000CEGN","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jun) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jun) Inv","","FS0000CEGN","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jun) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jun) A","","FS0000CEGN","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Jun) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jun) C","","FS0000CEGN","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jun) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jul)Inst","","FS0000CEGO","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jul) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jul) Inv","","FS0000CEGO","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jul) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jul) A","","FS0000CEGO","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Buffer Strt (Jul) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Buffer Strt (Jul) C","","FS0000CEGO","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-05-16","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Buffer Strt (Jul) A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPMorgan High Yield Opportunities A","","FS0000CLE7","0C00001YRR","JPMorgan","BN0000095S","JPMorgan","2016-08-26","","2019-12-20","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","JPMorgan High Yield Opportunities R6","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPMorgan High Yield Opportunities C","","FS0000CLE7","0C00001YRR","JPMorgan","BN0000095S","JPMorgan","2016-08-26","","2019-12-20","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","JPMorgan High Yield Opportunities R6","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPMorgan High Yield Opportunities I","","FS0000CLE7","0C00001YRR","JPMorgan","BN0000095S","JPMorgan","2016-08-26","","2019-12-20","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","JPMorgan High Yield Opportunities R6","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPMorgan High Yield Opportunities R6","","FS0000CLE7","0C00001YRR","JPMorgan","BN0000095S","JPMorgan","2016-08-26","","2019-12-20","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","JPMorgan High Yield Opportunities R6","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat May A","","FS0000CQJ3","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Enh Gr Strat May A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat May C","","FS0000CQJ3","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat May A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat May Inv","","FS0000CQJ3","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat May A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat May Inst","","FS0000CQJ3","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat May A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat June A","","FS0000CQJ4","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Enh Gr Strat June A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat June C","","FS0000CQJ4","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat June A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat June Inv","","FS0000CQJ4","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat June A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat JuneInst","","FS0000CQJ4","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat June A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh GrStrat July A","","FS0000CQJ5","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat July C","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat July C","","FS0000CQJ5","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Enh Gr Strat July C","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat July Inv","","FS0000CQJ5","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat July C","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat JulyInst","","FS0000CQJ5","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat July C","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Aug A","","FS0000CQJ6","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Enh Gr Strat Aug A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Aug C","","FS0000CQJ6","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat Aug A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Aug Inv","","FS0000CQJ6","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat Aug A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Aug Inst","","FS0000CQJ6","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat Aug A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Dec A","","FS0000CQJ8","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","Yes","","CBOE Vest S&P 500® Enh Gr Strat Dec A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Dec C","","FS0000CQJ8","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat Dec A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBOE Vest S&P 500® Enh Gr Strat Dec Inv","","FS0000CQJ8","0C0000B5C4","CBOE Vest","BN00000J39","vest","2016-11-23","","2020-02-24","Liquidated","","","","","","","Open-End Fund","","","No","No","No","","","United States","","No","","CBOE Vest S&P 500® Enh Gr Strat Dec A","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
